Pelicula,Avatar,125,Accion,20th Century Studios,Sam Worthington,48,Australiano,Furia de titanes,Zoe Saldaña,46,Estadounidense,Guardianes de la Galaxia,Sigourney Weaver,75,Estadounidense,Aliens: el regreso,Kate Winslet,49,Británica,Titanic
Pelicula,Avengers: Endgame,182,Accion-Ciencia Ficción,Marvel Studios,Robert Downey Jr.,59,Estadounidense,Sherlock Holmes,Chris Evans,43,Estadounidense,Los 4 fantásticos,Scarlett Johansson,40,Estadounidense,Black Widow,Cris Hemsworth,41,Australiano,Thor
Pelicula,Oppenheimer,180,Drama-Biografico-Thriller,Universal Pictures,Cillian Murphy,48,Irlandes,Inception,Emily Blunt,41,Britanica,Edge of Tomorrow,Matt Damon,53,Estadounidense,The Martian,Robert Downey JR.,59,Esadounidense,Iron Man
Pelicula,Titanic,195,Drama-Romance,20th Century Studios,Leonardo DiCaprio,49,Estadounidense,Inception,Kate Winslet,48,Britanica,The Reader
Pelicula,Jhon Wick,101,Accion-Aventura-Suspenso,Summit Entertainment,Keanu Reeves,59,Canadiense,The Matrix, Willem Dafoe,68,Estadounidense,Spider-Man,Alfie Allen,37,Britanico,The Other Woman
SerieDeTV,Game of Thrones,60,Fantasy,8,73,Finalizada
SerieDeTV,Cobra Kai,30,Acción-Comedia-Drama,6,60,En emisión
SerieDeTV,Peaky Blinders,60,Drama-Crimen-Historico,6,36,Finalizada
SerieDetV,Breaking Bad,43,Drama-Crimen-Thriller,5,62,Finalizada
SerieDeTV,Prison Break,46,Suspenso-Accion,5,90,Finalizada
Documental,Cosmos,45,Science,Astronomy,Carl Sagan,90,Estadounidense,Astronomía,Ann Druyan,75,Estadounidense,Cosmología,Neil deGrasse Tyson,66,Estadounidense,Astrofísica
Documental,Shoah,566,Histórico,Holocausto,Claude Lanzmann,92,Francés,Historia
Documental,Citizenfour,114,Politica,Espionaje masivo y derechos humanos,Laura Poitras,49,Estadounidense,Derechos Humanos y politica
Documental,The Act of Killing,115,Historia,Genocidio en Indonesia,Joshua Oppenheimer,49,Estadounidense,Derechos Humanos y violencia
Documental,Food Inc,94,Alimentacion,Industria Alimentaria en Estados Unidos,Robert Kenner,62,Estadounidense,Alimentacion
